sal_code_2021,name,state,population,suburb_area_sq_km,Median_rent_weekly_x,Median_rent_weekly_y,median_rent_weekly
SAL12712,Mooneba,NSW,71.0,12.67,350.0,350.0,350.0
SAL12713,Moonee,NSW,0.0,4.27,0.0,0.0,0.0
SAL12714,Moonee Beach,NSW,2176.0,24.47,450.0,450.0,450.0
SAL12715,Mooney Mooney,NSW,350.0,2.74,300.0,300.0,300.0
SAL12716,Mooney Mooney Creek,NSW,27.0,27.33,600.0,600.0,600.0
SAL12717,Moonpar,NSW,21.0,83.33,325.0,325.0,325.0
SAL12718,Mooral Creek,NSW,105.0,63.24,355.0,355.0,355.0
SAL12719,Moorara,NSW,0.0,2188.76,0.0,0.0,0.0
SAL12720,Moorbel,NSW,251.0,22.97,210.0,210.0,210.0
SAL12721,Moore Creek,NSW,2868.0,148.38,450.0,450.0,450.0
SAL12722,Moore Park,NSW,18.0,2.71,550.0,550.0,550.0
SAL12723,Moorebank,NSW,11408.0,18.23,500.0,500.0,500.0
SAL12724,Moorilda,NSW,38.0,41.14,150.0,150.0,150.0
SAL12725,Moorland (Nsw),NSW,516.0,52.03,300.0,300.0,300.0
SAL12726,Moorong,NSW,175.0,28.17,300.0,300.0,300.0
SAL12727,Moorwatha,NSW,60.0,135.32,305.0,305.0,305.0
SAL12728,Moparrabah,NSW,123.0,457.86,55.0,55.0,55.0
SAL12729,Moppy,NSW,8.0,118.59,0.0,0.0,0.0
SAL12730,Morago,NSW,50.0,294.23,185.0,185.0,185.0
SAL12731,Morangarell,NSW,34.0,281.73,180.0,180.0,180.0
SAL12732,Morans Crossing,NSW,55.0,49.72,290.0,290.0,290.0
SAL12733,Moree,NSW,8962.0,5109.94,230.0,230.0,230.0
SAL12734,Morisset,NSW,4078.0,38.68,380.0,380.0,380.0
SAL12735,Morisset Park,NSW,1085.0,1.36,480.0,480.0,480.0
SAL12736,Morning Bay,NSW,31.0,0.31,215.0,215.0,215.0
SAL12737,Mororo,NSW,115.0,116.54,420.0,420.0,420.0
SAL12738,Morpeth,NSW,1686.0,6.29,370.0,370.0,370.0
SAL12739,Mortdale,NSW,10745.0,4.28,420.0,420.0,420.0
SAL12740,Mortlake (Nsw),NSW,1954.0,0.35,560.0,560.0,560.0
SAL12741,Morton,NSW,225.0,123.26,480.0,480.0,480.0
SAL12742,Mortons Creek,NSW,309.0,58.23,350.0,350.0,350.0
SAL12743,Morts Estate,NSW,545.0,1.19,285.0,285.0,285.0
SAL12744,Morundah,NSW,81.0,1779.34,150.0,150.0,150.0
SAL12745,Moruya,NSW,4295.0,118.98,300.0,300.0,300.0
SAL12746,Moruya Heads,NSW,1125.0,22.36,350.0,350.0,350.0
SAL12747,Morven (Glen Innes Severn - Nsw),NSW,0.0,153.67,0.0,0.0,0.0
SAL12748,Morven (Greater Hume Shire - Nsw),NSW,125.0,196.78,150.0,150.0,150.0
SAL12749,Mosman,NSW,28329.0,12.57,590.0,590.0,590.0
SAL12750,Moss Vale,NSW,9310.0,115.58,400.0,400.0,400.0
SAL12751,Mossgiel,NSW,26.0,3547.87,0.0,0.0,0.0
SAL12752,Mossy Point,NSW,608.0,3.54,340.0,340.0,340.0
SAL12753,Moto,NSW,144.0,49.25,300.0,300.0,300.0
SAL12754,Moulamein,NSW,489.0,2756.27,150.0,150.0,150.0
SAL12755,Mount Adrah,NSW,49.0,204.9,260.0,260.0,260.0
SAL12756,Mount Annan,NSW,11784.0,14.94,480.0,480.0,480.0
SAL12757,Mount Aquila,NSW,6.0,43.95,0.0,0.0,0.0
SAL12758,Mount Arthur,NSW,109.0,90.18,260.0,260.0,260.0
SAL12759,Mount Austin,NSW,4035.0,3.85,250.0,250.0,250.0
SAL12760,Mount Burrell,NSW,276.0,41.15,175.0,175.0,175.0
SAL12761,Mount Colah,NSW,7816.0,16.01,525.0,525.0,525.0
SAL12762,Mount Collins,NSW,11.0,114.87,0.0,0.0,0.0
SAL12763,Mount Cooper (Nsw),NSW,8.0,111.76,0.0,0.0,0.0
SAL12764,Mount Darragh,NSW,25.0,96.32,140.0,140.0,140.0
SAL12765,Mount David,NSW,51.0,93.46,230.0,230.0,230.0
SAL12766,Mount Dee,NSW,14.0,1.15,0.0,0.0,0.0
SAL12767,Mount Druitt,NSW,16986.0,9.08,355.0,355.0,355.0
SAL12768,Mount Elliot (Nsw),NSW,169.0,3.49,320.0,320.0,320.0
SAL12769,Mount Fairy,NSW,244.0,137.11,410.0,410.0,410.0
SAL12770,Mount Foster,NSW,18.0,185.54,0.0,0.0,0.0
SAL12771,Mount Frome,NSW,120.0,30.69,350.0,350.0,350.0
SAL12772,Mount George (Nsw),NSW,337.0,115.14,245.0,245.0,245.0
SAL12773,Mount Harris,NSW,33.0,585.56,350.0,350.0,350.0
SAL12774,Mount Hope (Nsw),NSW,16.0,4606.71,0.0,0.0,0.0
SAL12775,Mount Horeb,NSW,22.0,46.63,650.0,650.0,650.0
SAL12776,Mount Hunter,NSW,749.0,47.88,430.0,430.0,430.0
SAL12777,Mount Hutton (Nsw),NSW,3712.0,4.88,395.0,395.0,395.0
SAL12778,Mount Irvine,NSW,22.0,13.49,0.0,0.0,0.0
SAL12779,Mount Keira,NSW,1691.0,10.3,420.0,420.0,420.0
SAL12780,Mount Kembla,NSW,1083.0,9.01,440.0,440.0,440.0
SAL12781,Mount Kingiman,NSW,14.0,45.6,0.0,0.0,0.0
SAL12782,Mount Knowles,NSW,40.0,53.13,0.0,0.0,0.0
SAL12783,Mount Kuring-Gai,NSW,1766.0,15.3,568.0,568.0,568.0
SAL12784,Mount Lambie,NSW,65.0,83.29,295.0,295.0,295.0
SAL12785,Mount Lewis,NSW,1234.0,0.48,400.0,400.0,400.0
SAL12786,Mount Lindsey,NSW,0.0,101.3,0.0,0.0,0.0
SAL12787,Mount Marsden,NSW,54.0,115.82,250.0,250.0,250.0
SAL12788,Mount Marsh,NSW,0.0,189.86,0.0,0.0,0.0
SAL12789,Mount Mitchell,NSW,106.0,273.55,180.0,180.0,180.0
SAL12790,Mount Murray,NSW,53.0,7.85,0.0,0.0,0.0
SAL12791,Mount Olive (Oberon - Nsw),NSW,28.0,38.87,0.0,0.0,0.0
SAL12792,Mount Olive (Singleton - Nsw),NSW,135.0,53.6,80.0,80.0,80.0
SAL12793,Mount Ousley,NSW,1611.0,1.18,500.0,500.0,500.0
SAL12794,Mount Panorama,NSW,101.0,9.91,485.0,485.0,485.0
SAL12795,Mount Pleasant (Nsw),NSW,1397.0,1.44,550.0,550.0,550.0
SAL12796,Mount Pritchard,NSW,10426.0,4.5,380.0,380.0,380.0
SAL12797,Mount Rankin,NSW,428.0,144.79,335.0,335.0,335.0
SAL12798,Mount Rivers,NSW,60.0,44.89,185.0,185.0,185.0
SAL12799,Mount Riverview,NSW,3074.0,4.36,450.0,450.0,450.0
SAL12800,Mount Royal,NSW,25.0,122.94,0.0,0.0,0.0
SAL12801,Mount Russell,NSW,111.0,92.97,250.0,250.0,250.0
SAL12802,Mount Saint Thomas,NSW,1449.0,0.8,300.0,300.0,300.0
SAL12803,Mount Seaview,NSW,28.0,308.27,0.0,0.0,0.0
SAL12804,Mount Tenandra,NSW,24.0,289.66,0.0,0.0,0.0
SAL12805,Mount Thorley,NSW,86.0,99.22,343.0,343.0,343.0
SAL12806,Mount Tomah,NSW,68.0,11.96,370.0,370.0,370.0
SAL12807,Mount Vernon,NSW,1235.0,9.51,495.0,495.0,495.0
SAL12808,Mount Victoria,NSW,945.0,23.87,380.0,380.0,380.0
SAL12809,Mount View,NSW,114.0,39.98,360.0,360.0,360.0
SAL12810,Mount Vincent,NSW,380.0,50.14,300.0,300.0,300.0
SAL12811,Mount Warning,NSW,148.0,70.27,230.0,230.0,230.0
SAL12812,Mount Warrigal,NSW,4880.0,2.81,405.0,405.0,405.0
SAL12813,Mount Werong,NSW,3.0,303.81,0.0,0.0,0.0
SAL12814,Mount White,NSW,171.0,24.02,250.0,250.0,250.0
SAL12815,Mount Wilson,NSW,81.0,14.81,0.0,0.0,0.0
SAL12816,Mountain Creek (Nsw),NSW,65.0,219.35,280.0,280.0,280.0
SAL12817,Mountain Lagoon,NSW,78.0,78.7,360.0,360.0,360.0
SAL12818,Mountain Top,NSW,45.0,15.04,263.0,263.0,263.0
SAL12819,Mountain View (Nsw),NSW,208.0,16.79,330.0,330.0,330.0
SAL12820,Mourquong,NSW,75.0,18.92,188.0,188.0,188.0
SAL12821,Mowbray Park,NSW,94.0,12.96,520.0,520.0,520.0
SAL12822,Mozart,NSW,58.0,85.5,250.0,250.0,250.0
SAL12823,Mudgee,NSW,11457.0,37.43,360.0,360.0,360.0
SAL12824,Mulbring,NSW,682.0,39.13,360.0,360.0,360.0
SAL12825,Mulgoa,NSW,2044.0,78.84,450.0,450.0,450.0
SAL12826,Mulgrave (Nsw),NSW,78.0,5.81,500.0,500.0,500.0
SAL12827,Mulguthrie,NSW,19.0,169.05,0.0,0.0,0.0
SAL12828,Muli Muli,NSW,90.0,0.74,125.0,125.0,125.0
SAL12829,Mulla,NSW,21.0,374.8,0.0,0.0,0.0
SAL12830,Mulla Creek,NSW,87.0,225.22,0.0,0.0,0.0
SAL12831,Mullaley,NSW,174.0,429.88,250.0,250.0,250.0
SAL12832,Mullamuddy,NSW,95.0,50.86,300.0,300.0,300.0
SAL12833,Mullaway,NSW,607.0,2.74,410.0,410.0,410.0
SAL12834,Mullengandra,NSW,122.0,194.24,175.0,175.0,175.0
SAL12835,Mullengudgery,NSW,38.0,680.37,125.0,125.0,125.0
SAL12836,Mullion,NSW,89.0,223.19,581.0,581.0,581.0
SAL12837,Mullion Creek,NSW,561.0,224.27,300.0,300.0,300.0
SAL12838,Mulloon,NSW,129.0,157.61,405.0,405.0,405.0
SAL12839,Mullumbimby,NSW,4180.0,35.91,500.0,500.0,500.0
SAL12840,Mullumbimby Creek,NSW,512.0,15.32,440.0,440.0,440.0
SAL12841,Mulwala,NSW,2557.0,546.08,270.0,270.0,270.0
SAL12842,Mulyandry,NSW,38.0,309.38,213.0,213.0,213.0
SAL12843,Mumbil,NSW,298.0,216.78,140.0,140.0,140.0
SAL12844,Mumblebone Plain,NSW,9.0,515.66,0.0,0.0,0.0
SAL12845,Mumbulla Mountain,NSW,0.0,68.3,0.0,0.0,0.0
SAL12846,Mummel,NSW,129.0,76.08,150.0,150.0,150.0
SAL12847,Mummulgum,NSW,105.0,61.9,225.0,225.0,225.0
SAL12848,Mundamia,NSW,85.0,18.01,250.0,250.0,250.0
SAL12849,Mundarlo,NSW,51.0,260.89,30.0,30.0,30.0
SAL12850,Munderoo,NSW,58.0,218.29,310.0,310.0,310.0
SAL12851,Mundongo,NSW,246.0,18.93,325.0,325.0,325.0
SAL12852,Mungay Creek,NSW,133.0,78.98,423.0,423.0,423.0
SAL12853,Munghorn,NSW,0.0,83.96,0.0,0.0,0.0
SAL12854,Mungindi (Nsw),NSW,487.0,2130.55,170.0,170.0,170.0
SAL12855,Mungo,NSW,0.0,1150.84,0.0,0.0,0.0
SAL12856,Mungo Brush,NSW,0.0,79.27,0.0,0.0,0.0
SAL12857,Munni,NSW,38.0,76.76,295.0,295.0,295.0
SAL12858,Munyabla,NSW,72.0,196.79,185.0,185.0,185.0
SAL12859,Murga,NSW,58.0,180.12,0.0,0.0,0.0
SAL12860,Murrah,NSW,82.0,143.58,100.0,100.0,100.0
SAL12861,Murrami,NSW,288.0,366.08,220.0,220.0,220.0
SAL12862,Murrawombie,NSW,29.0,547.82,10.0,10.0,10.0
SAL12863,Murray Downs,NSW,274.0,260.65,370.0,370.0,370.0
SAL12864,Murray Gorge,NSW,0.0,137.36,0.0,0.0,0.0
SAL12865,Murrays Beach,NSW,882.0,4.3,579.0,579.0,579.0
SAL12866,Murrays Run,NSW,140.0,47.34,255.0,255.0,255.0
SAL12867,Murrengenburg,NSW,0.0,31.33,0.0,0.0,0.0
SAL12868,Murrin Bridge,NSW,57.0,5.7,150.0,150.0,150.0
SAL12869,Murringo,NSW,390.0,480.47,245.0,245.0,245.0
SAL12870,Murrulebale,NSW,61.0,222.84,150.0,150.0,150.0
SAL12871,Murrumbateman,NSW,3607.0,207.49,528.0,528.0,528.0
SAL12872,Murrumbo,NSW,4.0,168.81,0.0,0.0,0.0
SAL12873,Murrumbucca,NSW,82.0,232.66,169.0,169.0,169.0
SAL12874,Murrumburrah,NSW,81.0,64.18,250.0,250.0,250.0
SAL12875,Murrurundi,NSW,945.0,101.37,250.0,250.0,250.0
SAL12876,Murulla,NSW,23.0,91.4,400.0,400.0,400.0
SAL12877,Murwillumbah,NSW,7616.0,15.55,346.0,346.0,346.0
SAL12878,Muscle Creek,NSW,313.0,124.18,243.0,243.0,243.0
SAL12879,Muswellbrook,NSW,12272.0,368.44,310.0,310.0,310.0
SAL12880,Mutawintji,NSW,30.0,8625.7,250.0,250.0,250.0
SAL12881,Muttama,NSW,140.0,242.64,245.0,245.0,245.0
SAL12882,Myall Creek,NSW,27.0,187.0,0.0,0.0,0.0
SAL12883,Myall Lake,NSW,0.0,89.33,0.0,0.0,0.0
SAL12884,Myall Park (Nsw),NSW,226.0,389.58,250.0,250.0,250.0
SAL12885,Myalla (Nsw),NSW,4.0,124.1,0.0,0.0,0.0
SAL12886,Mylestom,NSW,336.0,4.87,360.0,360.0,360.0
SAL12887,Mylneford,NSW,78.0,17.3,450.0,450.0,450.0
SAL12888,Myocum,NSW,1217.0,42.07,380.0,380.0,380.0
SAL12889,Myola (Nsw),NSW,94.0,1.65,333.0,333.0,333.0
SAL12890,Myrtle Creek (Nsw),NSW,92.0,280.85,290.0,290.0,290.0
SAL12891,Myrtle Mountain,NSW,75.0,66.4,0.0,0.0,0.0
SAL12892,Myrtle Park,NSW,51.0,126.7,80.0,80.0,80.0
SAL12893,Myrtleville,NSW,100.0,238.69,250.0,250.0,250.0
SAL12894,Mystery Bay,NSW,199.0,5.3,360.0,360.0,360.0
SAL12895,Myuna Bay,NSW,0.0,1.86,0.0,0.0,0.0
SAL12896,Nabiac,NSW,1294.0,200.92,330.0,330.0,330.0
SAL12897,Nadgee,NSW,0.0,665.54,0.0,0.0,0.0
SAL12898,Nambucca Heads,NSW,6675.0,41.8,280.0,280.0,280.0
SAL12899,Namoi River,NSW,61.0,402.78,370.0,370.0,370.0
SAL12900,Nana Glen,NSW,1132.0,87.21,350.0,350.0,350.0
SAL12901,Nangus,NSW,240.0,369.06,179.0,179.0,179.0
SAL12902,Nanima,NSW,252.0,100.73,585.0,585.0,585.0
SAL12903,Napoleon Reef,NSW,130.0,50.25,215.0,215.0,215.0
SAL12904,Naradhan,NSW,63.0,899.54,35.0,35.0,35.0
SAL12905,Narara,NSW,8471.0,11.86,420.0,420.0,420.0
SAL12906,Narellan,NSW,3358.0,5.83,430.0,430.0,430.0
SAL12907,Narellan Vale,NSW,6931.0,3.73,460.0,460.0,460.0
SAL12908,Naremburn,NSW,5924.0,1.82,602.0,602.0,602.0
SAL12909,Narooma,NSW,2731.0,185.18,260.0,260.0,260.0
SAL12910,Narrabarba,NSW,22.0,167.96,0.0,0.0,0.0
SAL12911,Narrabeen,NSW,8255.0,3.18,565.0,565.0,565.0
SAL12912,Narrabri,NSW,7327.0,1738.78,260.0,260.0,260.0
SAL12913,Narraburra,NSW,70.0,180.43,93.0,93.0,93.0
SAL12914,Narran Lake,NSW,14.0,1187.49,0.0,0.0,0.0
SAL12915,Narrandera,NSW,4369.0,530.41,210.0,210.0,210.0
SAL12916,Narrangullen,NSW,9.0,222.09,250.0,250.0,250.0
SAL12917,Narrawa,NSW,112.0,439.32,150.0,150.0,150.0
SAL12918,Narrawallee,NSW,1487.0,5.31,400.0,400.0,400.0
SAL12919,Narraweena,NSW,6971.0,2.58,400.0,400.0,400.0
SAL12920,Narromine,NSW,4608.0,2678.32,250.0,250.0,250.0
SAL12921,Narwee,NSW,5411.0,1.81,354.0,354.0,354.0
SAL12922,Nashdale,NSW,403.0,38.32,300.0,300.0,300.0
SAL12923,Nashua,NSW,267.0,23.66,450.0,450.0,450.0
SAL12924,Nattai,NSW,77.0,75.42,300.0,300.0,300.0
SAL12925,Naughtons Gap,NSW,137.0,12.89,240.0,240.0,240.0
SAL12926,Neath,NSW,430.0,4.77,255.0,255.0,255.0
SAL12927,Nebea,NSW,18.0,300.7,175.0,175.0,175.0
SAL12928,Neilrex,NSW,81.0,228.67,155.0,155.0,155.0
SAL12929,Nelligen,NSW,399.0,106.86,400.0,400.0,400.0
SAL12930,Nelson (Bega Valley - Nsw),NSW,12.0,53.94,100.0,100.0,100.0
SAL12931,Nelson (The Hills Shire - Nsw),NSW,460.0,7.12,450.0,450.0,450.0
SAL12932,Nelson Bay (Nsw),NSW,6141.0,22.19,380.0,380.0,380.0
SAL12933,Nelsons Plains,NSW,326.0,24.01,553.0,553.0,553.0
SAL12934,Nelungaloo,NSW,47.0,158.17,100.0,100.0,100.0
SAL12935,Nemingha,NSW,705.0,45.69,300.0,300.0,300.0
SAL12936,Nericon,NSW,278.0,94.65,260.0,260.0,260.0
SAL12937,Neringla,NSW,17.0,293.54,0.0,0.0,0.0
SAL12938,Nerong,NSW,168.0,249.13,310.0,310.0,310.0
SAL12939,Nerriga,NSW,77.0,201.47,200.0,200.0,200.0
SAL12940,Nerrigundah,NSW,40.0,260.77,150.0,150.0,150.0
SAL12941,Nethercote,NSW,332.0,92.46,440.0,440.0,440.0
SAL12942,Neurea,NSW,129.0,172.01,185.0,185.0,185.0
SAL12943,Neutral Bay,NSW,10090.0,1.84,550.0,550.0,550.0
SAL12944,Never Never,NSW,0.0,124.14,0.0,0.0,0.0
SAL12945,Nevertire,NSW,135.0,941.72,165.0,165.0,165.0
SAL12946,Neville,NSW,229.0,297.73,278.0,278.0,278.0
SAL12947,New Berrima,NSW,598.0,5.0,400.0,400.0,400.0
SAL12948,New Brighton,NSW,368.0,2.28,600.0,600.0,600.0
SAL12949,New Buildings,NSW,31.0,49.59,225.0,225.0,225.0
SAL12950,New Italy,NSW,249.0,94.38,230.0,230.0,230.0
SAL12951,New Lambton,NSW,10651.0,8.53,395.0,395.0,395.0
SAL12952,New Lambton Heights,NSW,2610.0,4.23,483.0,483.0,483.0
SAL12953,New Mexico,NSW,59.0,138.53,250.0,250.0,250.0
SAL12954,New Park,NSW,142.0,6.95,255.0,255.0,255.0
SAL12955,New Valley,NSW,32.0,273.18,270.0,270.0,270.0
SAL12956,Newbold,NSW,8.0,7.85,0.0,0.0,0.0
SAL12957,Newbridge (Nsw),NSW,223.0,119.88,200.0,200.0,200.0
SAL12958,Newcastle,NSW,3852.0,1.65,490.0,490.0,490.0
SAL12959,Newcastle East,NSW,1061.0,0.74,390.0,390.0,390.0
SAL12960,Newcastle West,NSW,1453.0,1.24,460.0,460.0,460.0
SAL12961,Newee Creek,NSW,418.0,38.72,225.0,225.0,225.0
SAL12962,Newington (Nsw),NSW,5648.0,1.35,560.0,560.0,560.0
SAL12963,Newnes,NSW,7.0,72.85,0.0,0.0,0.0
SAL12964,Newnes Plateau,NSW,0.0,616.57,0.0,0.0,0.0
SAL12965,Newport (Nsw),NSW,9659.0,5.52,600.0,600.0,600.0
SAL12966,Newrybar,NSW,532.0,27.4,530.0,530.0,530.0
SAL12967,Newstead (Nsw),NSW,19.0,114.82,150.0,150.0,150.0
SAL12968,Newton Boyd,NSW,21.0,783.35,0.0,0.0,0.0
SAL12969,Newtown (Nsw),NSW,14690.0,2.31,550.0,550.0,550.0
SAL12970,Niagara Park,NSW,2779.0,6.87,410.0,410.0,410.0
SAL12971,Niangala,NSW,149.0,953.42,80.0,80.0,80.0
SAL12972,Niemur,NSW,74.0,405.77,100.0,100.0,100.0
SAL12973,Nightcap,NSW,0.0,51.58,0.0,0.0,0.0
SAL12974,Nimbin,NSW,1607.0,94.85,300.0,300.0,300.0
SAL12975,Nimmitabel,NSW,324.0,216.98,260.0,260.0,260.0
SAL12976,Nimmo,NSW,24.0,57.25,0.0,0.0,0.0
SAL12977,Nirimba Fields,NSW,1632.0,4.14,410.0,410.0,410.0
SAL12978,Nobbys Creek,NSW,306.0,25.23,343.0,343.0,343.0
SAL12979,Nombi,NSW,55.0,475.25,350.0,350.0,350.0
SAL12980,Noona,NSW,21.0,4725.41,0.0,0.0,0.0
SAL12981,Noorong,NSW,20.0,341.76,0.0,0.0,0.0
SAL12982,Nooroo,NSW,48.0,100.93,0.0,0.0,0.0
SAL12983,Norah Head,NSW,1149.0,6.1,400.0,400.0,400.0
SAL12984,Noraville,NSW,3001.0,2.52,370.0,370.0,370.0
SAL12985,Nords Wharf,NSW,895.0,4.38,400.0,400.0,400.0
SAL12986,Normanhurst,NSW,5387.0,3.2,550.0,550.0,550.0
SAL12987,North Albury,NSW,6232.0,9.0,240.0,240.0,240.0
SAL12988,North Arm (Nsw),NSW,117.0,6.72,550.0,550.0,550.0
SAL12989,North Arm Cove,NSW,552.0,68.57,340.0,340.0,340.0
SAL12990,North Avoca,NSW,2318.0,2.16,545.0,545.0,545.0
SAL12991,North Balgowlah,NSW,3816.0,1.63,825.0,825.0,825.0
SAL12992,North Batemans Bay,NSW,794.0,9.09,350.0,350.0,350.0
SAL12993,North Boambee Valley,NSW,2318.0,17.93,465.0,465.0,465.0
SAL12994,North Bondi,NSW,9290.0,1.84,700.0,700.0,700.0
SAL12995,North Bourke,NSW,200.0,5635.63,200.0,200.0,200.0
SAL12996,North Brother,NSW,0.0,14.49,0.0,0.0,0.0
SAL12997,North Casino,NSW,1000.0,37.73,350.0,350.0,350.0
SAL12998,North Curl Curl,NSW,4288.0,1.71,700.0,700.0,700.0
SAL12999,North Dorrigo,NSW,186.0,40.56,300.0,300.0,300.0
SAL13000,North Epping,NSW,4657.0,3.38,615.0,615.0,615.0
SAL13001,North Gosford,NSW,3986.0,2.76,390.0,390.0,390.0
SAL13002,North Haven (Nsw),NSW,1619.0,8.14,310.0,310.0,310.0
SAL13003,North Kellyville,NSW,17401.0,11.69,600.0,600.0,600.0
SAL13004,North Lambton,NSW,3454.0,1.84,400.0,400.0,400.0
SAL13005,North Lismore,NSW,754.0,16.33,320.0,320.0,320.0
SAL13006,North Macksville,NSW,669.0,24.71,340.0,340.0,340.0
SAL13007,North Manly,NSW,3396.0,1.59,675.0,675.0,675.0
SAL13008,North Narooma,NSW,683.0,17.42,325.0,325.0,325.0
SAL13009,North Narrabeen,NSW,6016.0,3.63,665.0,665.0,665.0
SAL13010,North Nowra,NSW,5856.0,15.23,380.0,380.0,380.0
SAL13011,North Parramatta,NSW,12064.0,7.65,390.0,390.0,390.0
SAL13012,North Richmond,NSW,6358.0,31.94,408.0,408.0,408.0
SAL13013,North Rocks,NSW,9136.0,7.92,505.0,505.0,505.0
SAL13014,North Rothbury,NSW,2502.0,24.89,450.0,450.0,450.0
SAL13015,North Ryde,NSW,14043.0,7.78,520.0,520.0,520.0
SAL13016,North Shore (Nsw),NSW,371.0,26.18,388.0,388.0,388.0
SAL13017,North St Marys,NSW,4123.0,4.62,340.0,340.0,340.0
SAL13018,North Star,NSW,214.0,1185.14,140.0,140.0,140.0
SAL13019,North Strathfield,NSW,4618.0,1.51,495.0,495.0,495.0
SAL13020,North Sydney,NSW,8964.0,2.14,575.0,575.0,575.0
SAL13021,North Tamworth,NSW,6273.0,24.81,310.0,310.0,310.0
SAL13022,North Tumbulgum,NSW,238.0,17.96,275.0,275.0,275.0
SAL13023,North Turramurra,NSW,4194.0,16.82,760.0,760.0,760.0
SAL13024,North Wagga Wagga,NSW,679.0,24.63,290.0,290.0,290.0
SAL13025,North Wahroonga,NSW,2100.0,5.64,950.0,950.0,950.0
SAL13026,North Willoughby,NSW,4161.0,1.36,590.0,590.0,590.0
SAL13027,North Wollongong,NSW,2299.0,3.57,395.0,395.0,395.0
SAL13028,North Woodburn,NSW,142.0,6.99,375.0,375.0,375.0
SAL13029,North Yalgogrin,NSW,77.0,645.27,111.0,111.0,111.0
SAL13030,North Yeoval,NSW,95.0,33.31,170.0,170.0,170.0
SAL13031,Northangera,NSW,44.0,37.05,550.0,550.0,550.0
SAL13032,Northbridge (Nsw),NSW,6493.0,3.96,740.0,740.0,740.0
SAL13033,Northmead,NSW,11261.0,6.22,420.0,420.0,420.0
SAL13034,Northwood (Nsw),NSW,916.0,0.55,1200.0,1200.0,1200.0
SAL13035,Norway,NSW,58.0,69.99,200.0,200.0,200.0
SAL13036,Norwest,NSW,4688.0,4.07,579.0,579.0,579.0
SAL13037,Nowendoc,NSW,88.0,1205.32,320.0,320.0,320.0
SAL13038,Nowley,NSW,50.0,492.59,45.0,45.0,45.0
SAL13039,Nowra,NSW,9956.0,13.39,300.0,300.0,300.0
SAL13040,Nowra Hill,NSW,2141.0,50.68,285.0,285.0,285.0
SAL13041,Nubba,NSW,77.0,141.5,200.0,200.0,200.0
SAL13042,Nulkaba,NSW,715.0,19.61,350.0,350.0,350.0
SAL13043,Nullamanna,NSW,171.0,350.05,285.0,285.0,285.0
SAL13044,Nullica,NSW,17.0,229.77,200.0,200.0,200.0
SAL13045,Nullo Mountain,NSW,20.0,690.71,0.0,0.0,0.0
SAL13046,Numbaa,NSW,122.0,29.97,300.0,300.0,300.0
SAL13047,Number One,NSW,27.0,71.43,0.0,0.0,0.0
SAL13048,Numbla Vale,NSW,43.0,186.88,200.0,200.0,200.0
SAL13049,Numbugga,NSW,129.0,86.77,270.0,270.0,270.0
SAL13050,Numeralla,NSW,254.0,268.59,295.0,295.0,295.0
SAL13051,Numinbah,NSW,89.0,38.43,100.0,100.0,100.0
SAL13052,Numulgi,NSW,207.0,21.59,410.0,410.0,410.0
SAL13053,Nunderi,NSW,696.0,4.96,460.0,460.0,460.0
SAL13054,Nundle,NSW,482.0,244.77,250.0,250.0,250.0
SAL13055,Nungatta,NSW,4.0,414.0,0.0,0.0,0.0
SAL13056,Nungatta South,NSW,0.0,7.19,0.0,0.0,0.0
SAL13057,Nurenmerenmong,NSW,10.0,367.07,0.0,0.0,0.0
SAL13058,Nymagee,NSW,96.0,5982.67,60.0,60.0,60.0
SAL13059,Nymboida,NSW,268.0,432.19,250.0,250.0,250.0
SAL13060,Nyngan,NSW,1953.0,2958.71,200.0,200.0,200.0
SAL13061,Nyora (Nsw),NSW,18.0,118.14,0.0,0.0,0.0
SAL13062,Nyrang Creek,NSW,29.0,46.71,150.0,150.0,150.0
SAL13063,O'Connell (Nsw),NSW,653.0,172.41,250.0,250.0,250.0
SAL13064,Oak Flats,NSW,6840.0,5.57,440.0,440.0,440.0
SAL13065,Oakdale (Nsw),NSW,2028.0,137.38,410.0,410.0,410.0
SAL13066,Oakey Park,NSW,305.0,3.14,270.0,270.0,270.0
SAL13067,Oakhampton,NSW,165.0,7.35,325.0,325.0,325.0
SAL13068,Oakhampton Heights,NSW,139.0,2.78,320.0,320.0,320.0
SAL13069,Oakhurst (Nsw),NSW,6947.0,2.94,418.0,418.0,418.0
SAL13070,Oaklands,NSW,304.0,902.19,150.0,150.0,150.0
SAL13071,Oakville,NSW,2027.0,21.9,600.0,600.0,600.0
SAL13072,Oakwood (Nsw),NSW,178.0,202.2,260.0,260.0,260.0
SAL13073,Oallen,NSW,145.0,402.49,215.0,215.0,215.0
SAL13074,Oatlands (Nsw),NSW,5833.0,3.57,530.0,530.0,530.0
SAL13075,Oatley,NSW,10664.0,6.38,490.0,490.0,490.0
SAL13076,Oban,NSW,7.0,97.33,250.0,250.0,250.0
SAL13077,Obanvale,NSW,27.0,4.44,458.0,458.0,458.0
SAL13078,Oberne Creek,NSW,49.0,288.62,50.0,50.0,50.0
SAL13079,Oberon,NSW,3319.0,271.42,280.0,280.0,280.0
SAL13080,Obley,NSW,94.0,462.1,100.0,100.0,100.0
SAL13081,Ocean Shores,NSW,5777.0,16.7,508.0,508.0,508.0
